complaint_type,borough,agency,incident_zip,target
2,0,10,75,1
47,1,10,108,1
42,2,9,31,1
80,2,7,43,1
63,2,8,20,0
9,3,10,133,1
66,3,10,176,1
42,0,9,61,1
66,3,10,92,1
47,0,10,83,1
42,0,9,61,1
47,1,10,108,1
75,0,9,76,1
9,1,10,130,1
58,3,7,157,1
67,2,10,13,1
42,2,9,24,1
66,1,10,113,1
71,1,7,112,1
67,0,10,66,1
85,3,1,174,1
89,3,3,151,0
47,0,10,76,1
42,1,9,102,1
88,2,4,9,0
66,2,10,24,1
42,0,9,65,1
56,2,11,16,0
66,3,10,176,1
66,3,10,150,1
47,3,10,143,1
66,3,10,136,1
42,3,9,168,1
9,1,10,101,1
66,2,10,30,1
62,0,10,70,1
47,1,10,120,1
58,4,7,56,1
66,3,10,174,1
67,2,10,27,1
5,3,10,132,1
47,1,10,100,1
47,3,10,162,1
23,2,7,22,1
28,1,9,108,1
17,2,9,27,1
40,1,7,96,0
42,0,9,66,1
66,1,10,118,1
66,3,10,165,1
42,0,9,66,1
66,4,10,51,1
42,3,9,133,1
109,3,1,178,1
47,1,10,126,1
2,1,10,130,1
66,1,10,113,1
47,2,10,2,1
91,2,5,37,1
9,1,10,130,1
109,2,1,9,1
47,1,10,102,1
90,3,5,150,1
42,0,9,69,1
47,0,10,76,1
9,3,10,148,1
66,3,10,179,1
12,3,3,165,0
37,1,11,103,0
33,2,10,13,1
42,1,9,108,1
47,3,10,141,1
9,1,10,112,1
9,1,10,111,1
9,1,10,120,1
66,3,10,173,1
81,1,4,95,0
62,3,10,89,1
42,0,9,68,1
66,0,10,69,1
46,1,10,125,1
47,3,10,134,1
23,0,7,72,1
66,1,10,96,1
47,1,10,123,1
2,3,10,159,1
47,3,10,144,1
63,2,8,13,0
42,1,9,99,1
62,3,10,147,1
42,1,9,131,1
61,2,1,27,1
66,0,10,82,1
47,1,10,119,1
9,0,10,76,1
62,2,10,2,1
9,3,10,148,1
66,3,10,176,1
9,3,10,88,1
8,2,10,2,1
89,1,3,131,1
66,1,10,100,1
68,3,10,159,1
67,0,10,66,1
99,3,5,91,1
22,0,7,84,1
42,0,9,77,1
47,1,10,125,1
67,2,10,31,1
9,0,10,62,1
47,1,10,126,1
42,1,9,118,1
66,3,10,176,1
66,0,10,77,1
47,3,10,137,1
68,1,10,130,1
58,1,7,99,1
66,1,10,104,1
47,3,10,135,1
47,3,10,92,1
5,3,10,145,1
47,1,10,106,1
42,2,9,1,1
62,3,10,148,1
42,0,9,65,1
65,1,10,96,1
47,3,10,154,1
47,1,10,96,1
42,1,9,118,1
81,1,4,98,1
23,1,7,103,1
66,4,10,54,1
47,3,10,178,1
47,1,10,120,1
33,1,2,103,0
2,3,10,175,1
66,1,10,102,1
16,1,5,101,0
47,1,10,110,1
62,2,10,24,1
66,2,10,36,1
42,0,9,77,1
62,1,10,131,1
9,1,10,130,1
22,0,7,62,1
69,3,10,150,1
33,1,10,118,1
9,2,10,1,1
42,2,9,2,1
35,4,4,50,0
101,1,9,117,1
66,0,10,70,1
63,3,8,158,0
66,0,10,65,1
107,4,9,50,0
66,1,10,112,1
47,3,10,92,1
66,0,10,61,1
62,1,10,113,1
26,3,10,142,1
42,0,9,76,1
9,3,10,144,1
58,1,7,94,1
42,1,9,104,1
66,2,10,24,1
71,1,7,96,1
101,2,9,27,0
46,0,10,76,1
62,1,10,121,1
68,2,10,16,1
69,2,10,16,1
47,3,10,87,1
2,0,10,79,1
42,2,9,30,1
47,3,10,162,1
42,1,9,115,1
23,1,7,108,1
47,1,10,126,1
47,3,10,148,1
42,2,9,22,1
47,4,10,59,1
47,0,10,62,1
66,2,10,31,1
42,3,9,168,1
67,2,10,28,1
60,1,6,117,0
2,3,10,151,1
66,3,10,164,1
66,2,10,26,1
40,1,7,96,0
66,1,10,131,1
42,2,9,29,1
80,1,7,117,1
66,1,10,95,1
39,3,3,88,0
42,0,9,81,1
66,1,10,110,1
42,1,9,111,1
47,0,10,72,1
42,0,9,65,1
9,1,10,100,1
42,2,9,32,1
47,1,10,128,1
47,1,10,94,1
90,0,5,69,1
8,2,10,2,1
42,0,9,67,1
47,0,10,76,1
61,3,1,156,0
66,0,10,63,1
66,0,10,65,1
62,3,10,147,1
42,1,9,126,1
66,0,10,62,1
101,0,9,77,0
47,3,10,154,1
47,1,10,126,1
9,1,10,128,1
47,3,10,89,1
47,3,10,154,1
47,2,10,8,1
66,3,10,178,1
66,1,10,128,1
66,1,10,113,1
47,3,10,87,1
46,1,10,128,1
8,2,10,2,1
54,2,1,25,1
75,1,9,118,1
23,2,7,29,1
71,3,7,145,1
9,1,10,96,1
62,3,10,88,1
42,0,9,76,1
66,2,10,34,1
47,2,10,28,1
109,0,1,61,1
15,0,0,82,0
9,3,10,140,1
2,4,10,57,1
47,1,10,94,1
42,0,9,66,1
66,2,10,36,1
75,0,9,71,0
46,3,10,173,1
66,2,10,37,1
42,3,9,133,1
58,3,7,90,1
109,3,1,163,0
42,0,9,61,1
66,1,10,96,1
47,1,10,115,1
42,0,9,77,1
47,1,10,114,1
66,3,10,164,1
67,2,10,23,1
62,0,10,66,1
85,4,1,50,1
62,0,10,61,1
22,3,7,152,1
47,1,10,109,1
47,1,10,126,1
68,2,10,16,1
62,1,10,125,1
9,3,10,141,1
22,3,7,160,1
34,1,9,109,0
47,3,10,154,1
47,3,10,175,1
47,1,10,125,1
66,3,10,177,1
42,0,9,71,1
5,2,10,32,1
20,1,7,106,1
66,3,10,150,1
34,0,9,78,1
29,0,9,77,0
66,1,10,98,1
66,0,10,67,1
109,1,1,126,1
69,3,10,150,1
23,4,7,56,1
75,1,9,120,1
67,3,10,151,1
22,4,7,59,1
47,0,10,61,1
42,0,9,64,1
34,1,9,108,1
81,0,4,62,1
67,2,10,13,1
66,1,10,99,1
66,0,10,82,1
12,3,3,165,0
66,2,10,22,1
9,3,10,176,1
67,2,10,13,1
2,3,10,158,1
9,0,10,71,1
9,1,10,126,1
47,0,10,64,1
42,1,9,98,1
42,1,9,120,1
66,0,10,69,1
75,0,9,75,0
47,1,10,95,1
61,1,1,115,1
2,1,10,120,1
66,3,10,163,1
47,3,10,167,1
33,2,10,33,1
2,1,10,115,1
9,1,10,127,1
66,4,10,59,1
47,1,10,96,1
2,1,10,130,1
94,3,5,143,0
101,1,9,102,0
47,3,10,93,1
39,0,3,76,1
63,2,8,20,0
66,4,10,59,1
42,0,9,77,1
67,2,10,23,1
8,2,10,2,1
39,2,3,28,1
47,1,10,99,1
8,2,10,2,1
9,1,10,106,1
75,0,9,60,0
47,3,10,148,1
2,1,10,130,1
58,3,7,156,1
46,3,10,134,1
66,1,10,112,1
42,1,9,118,1
47,0,10,72,1
46,1,10,128,1
63,2,8,13,0
46,3,10,153,1
47,3,10,175,1
61,3,1,163,0
47,3,10,163,1
47,1,10,99,1
66,0,10,72,1
67,4,10,48,1
47,1,10,102,1
66,0,10,77,1
63,2,8,20,0
101,2,9,11,0
38,1,9,117,0
60,2,6,22,0
9,1,10,115,1
81,1,4,123,1
33,2,2,9,1
47,2,10,2,1
42,1,9,129,1
69,1,10,118,1
23,4,7,59,1
40,1,7,123,0
65,0,10,70,1
42,1,9,96,1
9,3,10,144,1
101,1,9,120,1
9,3,10,148,1
66,1,10,101,1
34,1,9,111,1
66,1,10,122,1
66,0,10,66,1
107,1,9,99,0
69,2,10,13,1
47,1,10,115,1
42,0,9,77,1
45,1,7,125,1
42,0,9,76,1
47,2,10,35,1
67,0,10,81,1
42,0,9,72,1
47,0,10,70,1
67,1,10,128,1
33,2,10,44,1
46,1,10,101,1
47,1,10,125,1
9,1,10,124,1
38,2,9,30,1
95,1,7,109,1
66,0,10,76,1
67,2,10,13,1
17,1,9,125,1
22,0,7,81,1
42,2,9,23,1
9,3,10,149,1
47,1,10,108,1
47,1,10,129,1
42,2,9,31,1
9,1,10,111,1
107,0,9,76,1
9,1,10,125,1
42,2,9,29,1
66,2,10,26,1
42,0,9,67,1
42,0,9,64,1
40,1,7,110,1
9,1,10,104,1
47,2,10,21,1
75,1,9,102,0
47,2,10,28,1
31,1,3,118,0
38,3,9,173,1
47,4,10,48,1
9,0,10,63,1
9,3,10,142,1
66,1,10,127,1
57,1,6,113,0
47,1,10,118,1
47,0,10,71,1
68,4,10,56,1
47,1,10,128,1
62,3,10,182,1
62,2,10,21,1
40,1,7,126,0
42,0,9,66,1
66,1,10,97,1
23,2,7,27,1
20,2,7,36,0
66,1,10,99,1
47,1,10,99,1
74,4,9,51,1
47,3,10,144,1
47,1,10,117,1
101,0,9,61,1
68,3,10,140,1
2,2,10,40,1
107,3,9,173,0
9,0,10,71,1
9,3,10,148,1
22,1,7,103,1
42,0,9,62,1
42,1,9,118,1
42,0,9,68,1
66,1,10,120,1
47,1,10,114,1
61,1,1,94,1
9,3,10,147,1
9,3,10,89,1
47,1,10,101,1
47,1,10,110,1
9,3,10,161,1
9,1,10,123,1
83,1,9,120,0
42,1,9,99,1
66,3,10,135,1
66,0,10,69,1
47,1,10,94,1
9,1,10,96,1
47,1,10,131,1
67,0,10,61,1
67,2,10,9,1
42,2,9,28,1
67,0,10,70,1
42,1,9,96,1
47,3,10,177,1
42,3,9,176,1
22,1,7,118,1
47,3,10,154,1
63,3,8,158,0
8,2,10,2,1
74,1,9,109,0
47,1,10,106,1
4,3,6,173,1
42,2,9,22,1
66,0,10,61,1
34,1,9,118,0
9,3,10,135,1
0,1,9,99,1
47,3,10,165,1
9,3,10,148,1
47,1,10,94,1
107,1,9,105,1
66,3,10,157,1
47,1,10,115,1
42,2,9,31,1
9,3,10,144,1
42,0,9,61,1
47,2,10,37,1
3,1,1,126,0
40,1,7,123,0
47,3,10,170,1
66,1,10,106,1
63,2,8,20,0
109,0,1,61,1
66,0,10,76,1
92,3,5,165,1
96,2,11,9,0
62,1,10,102,1
42,3,9,90,1
66,1,10,100,1
47,3,10,154,1
47,0,10,79,1
66,3,10,164,1
90,3,5,152,1
66,3,10,149,1
47,0,10,67,1
47,0,10,62,1
28,3,9,166,1
109,3,1,134,1
66,1,10,95,1
66,1,10,100,1
66,0,10,75,1
26,3,10,142,1
69,2,10,16,1
62,1,10,120,1
42,2,9,10,1
47,1,10,94,1
39,3,3,154,0
47,0,10,70,1
47,0,10,61,1
46,1,10,106,1
42,0,9,76,1
42,0,9,77,1
9,3,10,148,1
9,1,10,110,1
47,2,10,2,1
47,0,10,72,1
68,2,10,12,1
66,0,10,61,1
99,1,5,109,1
42,0,9,75,1
66,1,10,99,1
47,1,10,94,1
9,0,10,71,1
75,1,9,113,0
66,2,10,24,1
61,2,1,32,1
9,3,10,91,1
9,1,10,118,1
47,1,10,109,1
42,0,9,77,1
2,1,10,130,1
66,3,10,92,1
88,2,4,28,0
47,3,10,140,1
58,1,7,128,1
66,1,10,104,1
47,4,10,56,1
67,1,10,123,1
101,1,9,102,0
62,2,10,11,1
42,0,9,69,1
66,1,10,113,1
58,3,7,152,1
42,0,9,64,1
47,1,10,119,1
66,3,10,165,1
62,3,10,148,1
45,2,7,21,1
47,3,10,152,1
75,0,9,65,1
26,3,10,142,1
42,2,9,26,1
67,2,10,23,1
42,2,9,19,1
56,2,11,32,0
65,1,10,94,1
47,1,10,106,1
66,0,10,72,1
47,1,10,112,1
9,3,10,178,1
42,2,9,37,1
105,2,7,22,1
17,2,9,8,0
47,2,10,2,1
66,3,10,147,1
66,2,10,27,1
47,1,10,96,1
101,1,9,108,1
62,3,10,148,1
47,3,10,163,1
63,2,8,20,0
66,0,10,75,1
66,2,10,29,1
67,2,10,40,1
47,3,10,148,1
66,0,10,65,1
33,2,10,0,1
66,2,10,28,1
42,2,9,28,1
42,3,9,136,1
47,1,10,109,1
42,3,9,154,1
47,1,10,94,1
47,3,10,147,1
47,1,10,115,1
17,4,9,51,1
61,0,1,73,0
66,0,10,65,1
47,0,10,76,1
66,2,10,28,1
47,0,10,81,1
66,0,10,67,1
66,1,10,94,1
42,0,9,61,1
61,1,1,125,1
60,1,6,107,0
81,1,4,104,1
66,2,10,26,1
9,3,10,152,1
9,1,10,102,1
9,1,10,100,1
47,4,10,59,1
47,1,10,111,1
47,3,10,154,1
61,1,1,114,1
66,0,10,72,1
66,0,10,68,1
38,1,9,118,1
2,4,10,56,1
46,1,10,106,1
42,1,9,129,1
9,3,10,173,1
68,3,10,177,1
101,3,9,144,1
42,1,9,95,1
66,0,10,61,1
40,1,7,96,0
47,1,10,130,1
42,2,9,22,1
59,1,4,94,0
45,2,7,13,0
47,1,10,126,1
42,2,9,28,1
85,1,1,104,1
42,0,9,62,1
47,1,10,111,1
9,1,10,96,1
42,3,9,144,1
9,1,10,112,1
18,1,6,102,0
42,2,9,36,1
66,3,10,154,1
71,1,7,96,1
8,2,10,2,1
42,3,9,150,1
9,3,10,175,1
47,3,10,174,1
42,0,9,77,1
9,3,10,170,1
66,1,10,121,1
62,1,10,111,1
74,0,9,62,1
47,2,10,21,1
47,2,10,13,1
42,0,9,67,1
47,1,10,97,1
2,3,10,161,1
74,1,9,120,0
42,2,9,24,1
66,1,10,99,1
42,0,9,76,1
47,0,10,70,1
42,0,9,72,1
75,0,9,62,0
47,3,10,144,1
42,2,9,30,1
17,2,9,27,1
42,3,9,165,1
20,3,7,133,1
47,1,10,96,1
66,1,10,104,1
47,1,10,118,1
66,0,10,76,1
47,2,10,43,1
47,1,10,109,1
63,2,8,20,0
85,4,1,52,1
47,0,10,75,1
90,2,5,11,1
9,1,10,99,1
32,1,3,129,1
47,1,10,126,1
23,2,7,43,1
60,3,6,156,0
101,4,9,55,0
69,2,10,16,1
66,0,10,69,1
42,2,9,30,1
47,1,10,96,1
107,1,9,104,0
66,1,10,99,1
40,1,7,96,1
75,1,9,108,1
42,1,9,104,1
8,2,10,2,1
62,3,10,92,1
31,2,3,31,0
66,2,10,28,1
2,1,10,121,1
47,1,10,126,1
9,3,10,160,1
47,1,10,115,1
17,4,9,51,1
47,1,10,114,1
42,0,9,78,1
47,3,10,151,1
66,3,10,144,1
47,3,10,93,1
66,1,10,113,1
47,2,10,21,1
56,2,11,42,0
2,1,10,125,1
39,3,3,87,1
42,0,9,64,1
67,2,10,1,1
28,2,9,7,0
42,1,9,95,1
9,3,10,144,1
40,1,7,96,1
47,1,10,113,1
9,3,10,146,1
47,2,10,25,1
47,1,10,112,1
48,4,7,58,1
47,0,10,84,1
99,0,5,65,1
66,1,10,99,1
47,1,10,119,1
47,1,10,106,1
9,1,10,110,1
66,2,10,28,1
75,1,9,104,0
47,1,10,95,1
47,1,10,130,1
109,0,1,68,1
62,1,10,98,1
66,2,10,24,1
66,2,10,30,1
58,3,7,92,1
47,2,10,22,1
47,1,10,111,1
9,3,10,148,1
42,0,9,62,1
101,0,9,65,0
42,2,9,22,1
9,1,10,96,1
42,2,9,72,1
9,1,10,115,1
47,1,10,115,1
107,2,9,36,0
2,4,10,56,1
47,1,10,97,1
66,0,10,65,1
67,2,10,29,1
47,1,10,109,1
47,1,10,110,1
42,0,9,69,1
47,1,10,96,1
66,1,10,131,1
47,1,10,115,1
9,1,10,124,1
17,2,9,27,0
17,0,9,65,1
45,3,7,175,1
9,0,10,62,1
33,2,2,13,1
47,1,10,106,1
22,4,7,58,1
42,2,9,33,1
42,2,9,30,1
8,2,10,2,1
67,1,10,113,1
42,2,9,37,1
47,3,10,151,1
47,0,10,74,1
75,3,9,166,0
9,0,10,78,1
9,0,10,68,1
47,2,10,19,1
9,0,10,62,1
66,0,10,72,1
62,3,10,148,1
62,0,10,71,1
47,0,10,81,1
42,2,9,43,1
105,2,7,3,1
9,1,10,126,1
47,3,10,141,1
83,2,9,29,0
9,3,10,149,1
67,2,10,10,1
42,1,9,98,1
66,1,10,100,1
47,1,10,102,1
66,0,10,62,1
47,1,10,115,1
68,2,10,19,1
72,2,5,2,1
42,3,9,176,1
47,3,10,156,1
42,2,9,22,1
66,4,10,53,1
37,1,11,114,0
69,2,10,16,1
35,2,4,33,0
37,4,11,58,0
40,3,10,148,1
90,2,5,1,1
9,3,10,144,1
66,0,10,63,1
23,1,7,98,1
31,0,3,71,0
67,0,10,61,1
39,1,3,111,1
69,2,10,28,1
66,1,10,106,1
47,0,10,79,1
66,1,10,99,1
66,3,10,136,1
68,4,10,54,1
9,0,10,83,1
66,1,10,100,1
42,1,9,118,1
42,1,9,95,1
99,1,5,101,1
49,3,6,165,0
101,1,9,108,0
9,1,10,124,1
42,2,9,72,1
66,3,10,149,1
47,1,10,112,1
68,0,10,70,1
71,3,7,154,1
48,4,7,58,1
42,1,9,129,1
8,2,10,2,1
66,3,10,180,1
101,1,9,126,0
17,0,9,62,1
23,0,7,72,1
42,1,9,96,1
56,3,11,172,0
47,0,10,74,1
101,3,9,173,0
9,1,10,102,1
89,1,3,104,0
107,0,9,69,1
47,3,10,88,1
74,2,9,30,1
47,2,10,31,1
67,2,10,23,1
58,3,7,135,1
9,0,10,76,1
68,0,10,70,1
66,2,10,22,1
45,0,7,62,1
62,1,10,103,1
20,2,7,18,1
47,2,10,30,1
42,0,9,66,1
47,1,10,126,1
42,0,9,66,1
9,3,10,144,1
66,4,10,52,1
66,1,10,111,1
9,3,10,147,1
42,0,9,71,1
42,2,9,38,1
47,3,10,154,1
67,1,10,127,1
77,3,4,89,1
101,0,9,60,0
109,1,1,126,0
47,1,10,112,1
47,3,10,133,1
66,2,10,36,1
15,4,0,48,0
75,2,9,26,1
9,3,10,173,1
42,2,9,30,1
47,1,10,94,1
47,0,10,61,1
63,2,8,20,0
47,1,10,111,1
9,0,10,62,1
42,0,9,61,1
39,2,3,12,0
42,1,9,121,1
42,0,9,65,1
58,1,7,94,1
67,2,10,9,1
42,1,9,110,1
0,2,9,27,1
38,1,9,117,0
62,1,10,128,1
42,3,9,179,1
66,1,10,105,1
17,3,9,179,1
47,0,10,81,1
9,0,10,71,1
105,2,7,4,1
71,1,7,106,1
8,2,10,2,1
47,2,10,16,1
9,3,10,152,1
66,1,10,104,1
85,3,1,167,1
68,0,10,70,1
31,0,3,76,0
67,1,10,112,1
9,0,10,62,1
62,3,10,147,1
47,1,10,119,1
47,3,10,144,1
66,2,10,16,1
66,1,10,95,1
